iter	Passed	Remaining
1666	40022	7994
1667	40046	7970
1668	40074	7947
1669	40100	7924
1670	40127	7900
1671	40153	7876
1672	40180	7853
1673	40203	7829
1674	40224	7804
1675	40248	7780
1676	40270	7756
1677	40297	7732
1678	40320	7708
1679	40347	7685
1680	40374	7661
1681	40403	7638
1682	40429	7615
1683	40452	7590
1684	40476	7566
1685	40502	7543
1686	40528	7519
1687	40553	7495
1688	40576	7471
1689	40600	7447
1690	40626	7423
1691	40651	7399
1692	40685	7377
1693	40707	7353
1694	40734	7329
1695	40756	7305
1696	40783	7281
1697	40807	7257
1698	40839	7235
1699	40869	7212
1700	40895	7188
1701	40921	7164
1702	40948	7141
1703	40975	7117
1704	41002	7094
1705	41033	7071
1706	41076	7050
1707	41103	7026
1708	41130	7003
1709	41155	6979
1710	41182	6956
1711	41209	6932
1712	41233	6908
1713	41261	6884
1714	41287	6861
1715	41311	6837
1716	41336	6813
1717	41370	6790
1718	41398	6767
1719	41425	6743
1720	41452	6720
1721	41478	6696
1722	41510	6673
1723	41537	6649
1724	41562	6625
1725	41589	6602
1726	41615	6578
1727	41639	6554
1728	41665	6530
1729	41691	6506
1730	41716	6482
1731	41741	6458
1732	41763	6434
1733	41786	6410
1734	41817	6387
1735	41842	6363
1736	41870	6339
1737	41894	6315
1738	41922	6291
1739	41947	6267
1740	41971	6243
1741	41993	6219
1742	42019	6195
1743	42045	6171
1744	42071	6148
1745	42099	6124
1746	42128	6101
1747	42154	6077
1748	42184	6053
1749	42208	6029
1750	42245	6007
1751	42270	5983
1752	42293	5959
1753	42316	5934
1754	42345	5911
1755	42376	5888
1756	42406	5865
1757	42433	5841
1758	42457	5817
1759	42482	5793
1760	42506	5768
1761	42531	5744
1762	42558	5721
1763	42583	5697
1764	42606	5672
1765	42628	5648
1766	42653	5624
1767	42679	5600
1768	42705	5576
1769	42730	5552
1770	42760	5529
1771	42785	5505
1772	42808	5480
1773	42831	5456
1774	42854	5432
1775	42877	5408
1776	42902	5383
1777	42925	5359
1778	42950	5335
1779	42975	5311
1780	43001	5287
1781	43025	5263
1782	43050	5239
1783	43073	5215
1784	43099	5191
1785	43122	5166
1786	43146	5142
1787	43171	5118
1788	43196	5094
1789	43223	5070
1790	43249	5046
1791	43275	5023
1792	43299	4998
1793	43334	4976
1794	43364	4952
1795	43390	4928
1796	43415	4904
1797	43441	4880
1798	43466	4856
1799	43493	4832
1800	43527	4809
1801	43556	4785
1802	43583	4762
1803	43610	4738
1804	43638	4714
1805	43662	4690
1806	43700	4667
1807	43726	4643
1808	43760	4620
1809	43785	4596
1810	43815	4572
1811	43837	4548
1812	43863	4524
1813	43890	4500
1814	43914	4476
1815	43940	4452
1816	43964	4427
1817	43986	4403
1818	44013	4379
1819	44038	4355
1820	44063	4331
1821	44084	4306
1822	44118	4283
1823	44147	4259
1824	44171	4235
1825	44202	4212
1826	44234	4188
1827	44259	4164
1828	44281	4140
1829	44307	4115
1830	44331	4091
1831	44355	4067
1832	44381	4043
1833	44405	4019
1834	44428	3994
1835	44452	3970
1836	44478	3946
1837	44504	3922
1838	44531	3898
1839	44563	3875
1840	44587	3850
1841	44609	3826
1842	44633	3802
1843	44663	3778
1844	44689	3754
1845	44715	3730
1846	44729	3705
1847	44757	3681
1848	44783	3657
1849	44808	3633
1850	44840	3609
1851	44867	3585
1852	44891	3561
1853	44913	3536
1854	44938	3512
1855	44960	3488
1856	44989	3464
1857	45013	3440
1858	45034	3415
1859	45059	3391
1860	45080	3367
1861	45105	3342
1862	45127	3318
1863	45151	3294
1864	45179	3270
1865	45206	3246
1866	45235	3222
1867	45258	3198
1868	45282	3173
1869	45309	3149
1870	45334	3125
1871	45360	3101
1872	45381	3077
1873	45407	3052
1874	45435	3029
1875	45464	3005
1876	45491	2981
1877	45513	2956
1878	45541	2932
1879	45569	2908
1880	45593	2884
1881	45622	2860
1882	45649	2836
1883	45682	2812
1884	45710	2788
1885	45737	2764
1886	45767	2740
1887	45796	2716
1888	45822	2692
1889	45829	2667
1890	45869	2644
1891	45898	2619
1892	45930	2596
1893	45960	2572
1894	45987	2548
1895	46012	2523
1896	46046	2500
1897	46074	2476
1898	46096	2451
1899	46126	2427
1900	46152	2403
1901	46179	2379
1902	46204	2355
1903	46231	2331
1904	46261	2307
1905	46286	2282
1906	46308	2258
1907	46336	2234
1908	46360	2209
1909	46383	2185
1910	46408	2161
1911	46436	2137
1912	46461	2112
1913	46481	2088
1914	46506	2064
1915	46535	2040
1916	46562	2015
1917	46585	1991
1918	46615	1967
1919	46642	1943
1920	46685	1919
1921	46713	1895
1922	46741	1871
1923	46770	1847
1924	46795	1823
1925	46824	1799
1926	46853	1774
1927	46878	1750
1928	46903	1726
1929	46928	1702
1930	46954	1677
1931	46980	1653
1932	47009	1629
1933	47034	1605
1934	47061	1580
1935	47087	1556
1936	47109	1532
1937	47141	1508
1938	47170	1483
1939	47195	1459
1940	47220	1435
1941	47245	1411
1942	47271	1386
1943	47296	1362
1944	47321	1338
1945	47347	1313
1946	47373	1289
1947	47399	1265
1948	47427	1241
1949	47452	1216
1950	47478	1192
1951	47503	1168
1952	47534	1143
1953	47560	1119
1954	47586	1095
1955	47611	1071
1956	47640	1046
1957	47664	1022
1958	47689	998
1959	47717	973
1960	47742	949
1961	47766	925
1962	47796	900
1963	47823	876
1964	47848	852
1965	47874	827
1966	47901	803
1967	47922	779
1968	47951	754
1969	47978	730
1970	48002	706
1971	48026	681
1972	48053	657
1973	48079	633
1974	48106	608
1975	48130	584
1976	48152	560
1977	48180	535
1978	48207	511
1979	48232	487
1980	48256	462
1981	48281	438
1982	48303	414
1983	48331	389
1984	48359	365
1985	48384	341
1986	48410	316
1987	48438	292
1988	48459	268
1989	48486	243
1990	48521	219
1991	48546	194
1992	48576	170
1993	48605	146
1994	48632	121
1995	48657	97
1996	48685	73
1997	48722	48
1998	48764	24
1999	48797	0
