iter	RMSE
1513	0.101543366
1514	0.1015425771
1515	0.1015416896
1516	0.101541018
1517	0.1015398112
1518	0.1015389001
1519	0.1015375805
1520	0.1015371203
1521	0.1015357537
1522	0.1015349553
1523	0.1015339268
1524	0.1015333163
1525	0.1015319872
1526	0.1015306863
1527	0.1015292163
1528	0.101528338
1529	0.1015273658
1530	0.1015263279
1531	0.101525567
1532	0.1015239795
1533	0.1015227208
1534	0.1015218424
1535	0.1015209641
1536	0.1015197194
1537	0.101518409
1538	0.1015171689
1539	0.1015162013
1540	0.1015151914
1541	0.1015145197
1542	0.1015142614
1543	0.1015132421
1544	0.1015114947
1545	0.1015102639
1546	0.1015095077
1547	0.1015085823
1548	0.1015074267
1549	0.1015065858
1550	0.1015060174
1551	0.1015046551
1552	0.1015035652
1553	0.1015027431
1554	0.1015018787
1555	0.1015003754
1556	0.1014995063
1557	0.1014981392
1558	0.1014969506
1559	0.101495715
1560	0.1014948787
1561	0.1014934552
1562	0.1014924544
1563	0.1014919141
1564	0.1014907584
1565	0.10149011
1566	0.101488428
1567	0.1014875258
1568	0.1014867271
1569	0.1014857263
1570	0.101485045
1571	0.101484157
1572	0.1014832454
1573	0.1014820614
1574	0.1014813988
1575	0.1014809713
1576	0.1014800973
1577	0.1014792891
1578	0.1014783493
1579	0.1014779405
1580	0.1014776821
1581	0.1014769067
1582	0.1014760891
1583	0.1014738336
1584	0.1014730206
1585	0.1014723627
1586	0.1014712772
1587	0.1014704031
1588	0.1014697546
1589	0.1014693646
1590	0.1014683072
1591	0.1014671794
1592	0.1014659998
1593	0.1014648625
1594	0.1014642093
1595	0.1014629874
1596	0.1014624423
1597	0.1014616856
1598	0.101460553
1599	0.1014585368
1600	0.1014577002
1601	0.1014568025
1602	0.1014556699
1603	0.1014546688
1604	0.1014539685
1605	0.1014532211
1606	0.1014527041
1607	0.101451844
1608	0.1014514962
1609	0.1014505186
1610	0.1014494657
1611	0.1014488735
1612	0.101448253
1613	0.1014470733
1614	0.1014459875
1615	0.1014445915
1616	0.1014439052
1617	0.1014427677
1618	0.1014421472
1619	0.1014409814
1620	0.1014404597
1621	0.1014396417
1622	0.1014386828
1623	0.1014377567
1624	0.1014372538
1625	0.101436135
1626	0.1014352042
1627	0.1014344191
1628	0.1014335871
1629	0.1014319182
1630	0.1014309968
1631	0.1014303104
1632	0.1014296523
1633	0.1014287308
1634	0.101428397
1635	0.101428115
1636	0.1014271559
1637	0.1014258395
1638	0.1014243304
1639	0.1014238791
1640	0.101423061
1641	0.1014221442
1642	0.1014215706
1643	0.1014210112
1644	0.1014205269
1645	0.1014198452
1646	0.1014185005
1647	0.1014179504
1648	0.1014174144
1649	0.1014166997
1650	0.1014160321
1651	0.101415482
1652	0.1014134931
1653	0.1014117675
1654	0.1014104415
1655	0.1014088569
1656	0.1014082362
1657	0.1014075591
1658	0.1014071641
1659	0.1014050575
1660	0.1014041406
1661	0.1014034493
1662	0.1014022408
1663	0.1014009194
1664	0.1013998519
1665	0.1013988127
1666	0.1013976605
1667	0.1013967247
1668	0.1013959675
1669	0.1013951116
1670	0.1013939548
1671	0.1013934045
1672	0.1013924687
1673	0.1013914152
1674	0.1013910296
1675	0.1013892989
1676	0.1013885229
1677	0.1013874412
1678	0.1013862936
1679	0.1013859361
1680	0.1013856022
1681	0.1013842665
1682	0.1013837868
1683	0.1013829167
1684	0.1013821547
1685	0.1013812187
1686	0.1013801558
1687	0.1013792386
1688	0.1013786836
1689	0.1013781568
1690	0.1013774559
1691	0.101376567
1692	0.101375899
1693	0.1013748878
1694	0.1013741399
1695	0.101373185
1696	0.101372296
1697	0.1013715387
1698	0.1013704709
1699	0.1013695677
1700	0.1013684811
1701	0.1013670934
1702	0.1013661855
1703	0.1013654517
1704	0.1013647602
1705	0.1013637253
1706	0.101363109
1707	0.1013617636
1708	0.101360484
1709	0.1013595525
1710	0.1013583058
1711	0.1013575625
1712	0.1013561182
1713	0.101355135
1714	0.1013544058
1715	0.1013533849
1716	0.1013522698
1717	0.1013515594
1718	0.1013510372
1719	0.101349941
1720	0.1013492446
1721	0.1013486989
1722	0.1013479367
1723	0.101347071
1724	0.1013464593
1725	0.1013455748
1726	0.1013448502
1727	0.101343608
1728	0.1013425964
1729	0.1013417401
1730	0.1013404932
1731	0.1013399615
1732	0.1013394015
1733	0.1013379758
1734	0.1013371759
1735	0.1013361407
1736	0.1013356325
1737	0.1013340091
1738	0.1013334114
1739	0.1013310962
1740	0.1013296375
1741	0.1013291716
1742	0.1013286634
1743	0.1013273928
1744	0.1013264845
1745	0.1013260469
1746	0.1013251104
1747	0.1013242962
1748	0.1013237644
1749	0.1013219291
1750	0.1013207902
1751	0.1013200089
1752	0.1013191241
1753	0.1013184888
1754	0.1013178629
1755	0.1013166816
1756	0.1013155238
1757	0.1013147943
1758	0.1013124598
1759	0.1013117821
1760	0.101311269
1761	0.1013107843
1762	0.1013099276
1763	0.1013093628
1764	0.1013073766
1765	0.1013067553
1766	0.1013049384
1767	0.1013044442
1768	0.1013035687
1769	0.1013021989
1770	0.1013015493
1771	0.1013004573
1772	0.101299337
1773	0.1012986544
1774	0.1012977412
1775	0.1012961737
1776	0.1012953216
1777	0.1012948697
1778	0.1012937211
1779	0.1012932268
1780	0.1012915792
1781	0.1012910567
1782	0.1012901434
1783	0.1012896491
1784	0.1012888817
1785	0.1012876954
1786	0.1012865985
1787	0.1012860147
1788	0.101284141
1789	0.1012837408
1790	0.1012829216
1791	0.1012811279
1792	0.1012801439
1793	0.1012794188
1794	0.1012780064
1795	0.1012769658
1796	0.1012760713
1797	0.101275398
1798	0.1012747765
1799	0.1012739431
1800	0.1012727472
1801	0.1012718573
1802	0.1012713629
1803	0.1012705389
1804	0.1012701104
1805	0.101269583
1806	0.1012691075
1807	0.101268872
1808	0.1012683258
1809	0.1012677749
1810	0.1012659997
1811	0.1012648885
1812	0.1012642575
1813	0.1012637536
1814	0.101263311
1815	0.1012627036
1816	0.1012621385
1817	0.1012616488
1818	0.1012605798
1819	0.10126001
1820	0.101257938
1821	0.1012567278
1822	0.1012556729
1823	0.1012552538
1824	0.1012543684
1825	0.1012538645
1826	0.1012531158
1827	0.1012526166
1828	0.1012518395
1829	0.1012510813
1830	0.101249433
1831	0.1012480154
1832	0.1012478882
1833	0.1012466826
1834	0.1012459902
1835	0.101244907
1836	0.1012446809
1837	0.1012438662
1838	0.1012435365
1839	0.1012429006
1840	0.1012418551
1841	0.1012407435
1842	0.1012401171
1843	0.1012394389
1844	0.1012387182
1845	0.1012375172
1846	0.1012373617
1847	0.1012368342
1848	0.1012362549
1849	0.1012351809
1850	0.1012339563
1851	0.1012330236
1852	0.1012322888
1853	0.1012316294
1854	0.1012308145
1855	0.1012299808
1856	0.1012291517
1857	0.1012284027
1858	0.1012278563
1859	0.1012271262
1860	0.1012264855
1861	0.1012255152
1862	0.1012248839
1863	0.1012240831
1864	0.1012237063
1865	0.1012228489
1866	0.1012223213
1867	0.1012218973
1868	0.1012211295
1869	0.10121998
1870	0.1012186091
1871	0.1012177282
1872	0.1012173089
1873	0.1012167012
1874	0.1012162159
1875	0.1012157401
1876	0.1012149816
1877	0.1012140818
1878	0.1012137096
1879	0.1012130171
1880	0.1012124753
1881	0.1012120465
1882	0.1012109205
1883	0.1012092433
1884	0.1012076226
1885	0.1012069959
1886	0.1012061667
1887	0.1012054694
1888	0.1012048616
1889	0.1012047909
1890	0.101203924
1891	0.1012030146
1892	0.1012024398
1893	0.1012017566
1894	0.1012011205
1895	0.1012008378
1896	0.1011996551
1897	0.1011989012
1898	0.1011978458
1899	0.1011968233
1900	0.1011957725
1901	0.1011946228
1902	0.1011935814
1903	0.1011929735
1904	0.1011924505
1905	0.1011919133
1906	0.1011897598
1907	0.1011893121
1908	0.1011888927
1909	0.1011883979
1910	0.1011876911
1911	0.1011869135
1912	0.1011864705
1913	0.1011860229
1914	0.1011854998
1915	0.1011848777
1916	0.1011844583
1917	0.101183987
1918	0.1011832283
1919	0.1011825968
1920	0.1011817721
1921	0.1011811218
1922	0.101180674
1923	0.1011797362
1924	0.1011790387
1925	0.1011783318
1926	0.101177804
1927	0.1011761921
1928	0.101175702
1929	0.1011753108
1930	0.1011746086
1931	0.1011741514
1932	0.1011735811
1933	0.1011729826
1934	0.1011725018
1935	0.1011718891
1936	0.1011702772
1937	0.1011693487
1938	0.1011683684
1939	0.1011678735
1940	0.1011675058
1941	0.1011671618
1942	0.1011658938
1943	0.1011655545
1944	0.1011650124
1945	0.1011643431
1946	0.1011638529
1947	0.1011634334
1948	0.1011621419
1949	0.10116168
1950	0.1011606618
1951	0.1011603507
1952	0.1011592194
1953	0.1011586161
1954	0.1011559056
1955	0.101155241
1956	0.1011547083
1957	0.1011538739
1958	0.1011534779
1959	0.1011525634
1960	0.1011521156
1961	0.1011510078
1962	0.1011504138
1963	0.1011499188
1964	0.1011488204
1965	0.1011480708
1966	0.1011476136
1967	0.1011473166
1968	0.1011471091
1969	0.1011463784
1970	0.1011454874
1971	0.1011447142
1972	0.1011440448
1973	0.1011432763
1974	0.1011424324
1975	0.1011415508
1976	0.1011409992
1977	0.1011402072
1978	0.1011387503
1979	0.1011374632
1980	0.101137086
1981	0.1011367937
1982	0.1011358696
1983	0.1011353793
1984	0.1011344505
1985	0.1011334226
1986	0.1011328898
1987	0.1011324466
1988	0.1011317724
1989	0.1011308577
1990	0.1011301975
1991	0.1011298156
1992	0.1011293158
1993	0.1011284105
1994	0.1011272742
1995	0.1011263453
1996	0.1011257087
1997	0.1011250816
1998	0.1011247373
1999	0.1011233652
