iter	RMSE
261	0.1139869084
262	0.113935451
263	0.113881902
264	0.1138318591
265	0.1137780559
266	0.1137263741
267	0.1136767577
268	0.1136261587
269	0.1135749409
270	0.113524204
271	0.1134730369
272	0.1134222335
273	0.1133726312
274	0.1133216944
275	0.1132741192
276	0.1132261745
277	0.1131765537
278	0.1131269491
279	0.1130802407
280	0.113033087
281	0.1129860107
282	0.1129382308
283	0.1128908996
284	0.1128427498
285	0.112795687
286	0.1127488922
287	0.1127008637
288	0.1126535681
289	0.1126064475
290	0.1125593029
291	0.1125136515
292	0.1124669217
293	0.1124223017
294	0.1123777191
295	0.1123320661
296	0.1122872396
297	0.1122408914
298	0.1121952039
299	0.1121517003
300	0.1121081671
301	0.1120641403
302	0.1120193811
303	0.1119755494
304	0.1119310957
305	0.111887272
306	0.1118440408
307	0.1118008527
308	0.1117577502
309	0.1117163726
310	0.1116731308
311	0.1116313203
312	0.1115900539
313	0.1115481438
314	0.1115060042
315	0.1114636776
316	0.1114223662
317	0.1113804487
318	0.1113394491
319	0.1112988457
320	0.111257786
321	0.1112174229
322	0.1111789408
323	0.1111377853
324	0.1110996491
325	0.111059705
326	0.1110228476
327	0.1109831724
328	0.1109443512
329	0.1109081004
330	0.1108696529
331	0.1108322719
332	0.1107936259
333	0.1107553755
334	0.1107169611
335	0.1106795156
336	0.1106410964
337	0.1106051471
338	0.1105687032
339	0.1105305561
340	0.1104953131
341	0.1104584227
342	0.1104226342
343	0.1103861732
344	0.1103498125
345	0.1103135867
346	0.1102776301
347	0.1102429248
348	0.1102070663
349	0.1101713692
350	0.1101377171
351	0.1101024956
352	0.1100676528
353	0.1100325476
354	0.1099978256
355	0.1099651438
356	0.1099310815
357	0.1098962451
358	0.1098619401
359	0.1098287663
360	0.1097943273
361	0.1097602859
362	0.1097277028
363	0.1096936885
364	0.1096595029
365	0.1096270029
366	0.1095949457
367	0.1095628314
368	0.1095298282
369	0.1094976294
370	0.1094665144
371	0.1094355432
372	0.1094055613
373	0.1093731123
374	0.1093426989
375	0.1093112564
376	0.1092787837
377	0.1092481346
378	0.1092168351
379	0.1091850026
380	0.1091529467
381	0.1091228259
382	0.1090941873
383	0.1090634645
384	0.109033131
385	0.1090042238
386	0.1089749152
387	0.1089444389
388	0.1089151711
389	0.1088856809
390	0.1088570281
391	0.1088273249
392	0.1087979643
393	0.1087678548
394	0.1087393113
395	0.1087112691
396	0.1086827502
397	0.1086545179
398	0.108626107
399	0.1085975174
400	0.1085699788
401	0.1085419719
402	0.1085143533
403	0.1084860288
404	0.1084600622
405	0.1084325722
406	0.1084053524
407	0.1083785481
408	0.1083510903
409	0.1083238148
410	0.1082981307
411	0.1082705511
412	0.1082441188
413	0.1082166797
414	0.1081901107
415	0.1081635881
416	0.108137672
417	0.108112151
418	0.1080863416
419	0.1080604466
420	0.1080342188
421	0.1080092959
422	0.1079842833
423	0.1079581518
424	0.1079329064
425	0.1079069791
426	0.1078816996
427	0.1078564585
428	0.1078339221
429	0.1078100409
430	0.1077855969
431	0.107761028
432	0.1077372722
433	0.1077150651
434	0.1076924327
435	0.10767011
436	0.1076460729
437	0.1076220303
438	0.1075981464
439	0.107574297
440	0.107551369
441	0.1075266845
442	0.1075045092
443	0.1074813356
444	0.1074581082
445	0.1074366689
446	0.107415505
447	0.1073929782
448	0.1073711617
449	0.1073476572
450	0.1073280574
451	0.1073051879
452	0.1072843224
453	0.1072632129
454	0.1072402273
455	0.1072183886
456	0.1071972082
457	0.1071755477
458	0.1071541942
459	0.1071329121
460	0.1071109981
461	0.1070894448
462	0.1070687466
463	0.1070468685
464	0.1070261042
465	0.1070057815
466	0.1069855619
467	0.1069644424
468	0.1069438851
469	0.106922909
470	0.1069027094
471	0.106881587
472	0.1068613528
473	0.1068414227
474	0.1068217255
475	0.106802864
476	0.1067841645
477	0.1067641396
478	0.1067455583
479	0.1067256156
480	0.1067057316
481	0.1066854999
482	0.1066645043
483	0.1066458743
484	0.1066269505
485	0.1066071108
486	0.1065885155
487	0.1065703913
488	0.1065506485
489	0.1065311795
490	0.1065123472
491	0.1064930055
492	0.1064737231
493	0.1064544864
494	0.10643586
495	0.1064170512
496	0.1064002646
497	0.1063816691
498	0.1063625996
499	0.1063441185
500	0.1063258181
501	0.1063076312
502	0.106290612
503	0.1062737382
504	0.1062558475
505	0.1062381603
506	0.1062209325
507	0.1062048154
508	0.1061875867
509	0.1061697983
510	0.1061524605
511	0.1061353985
512	0.1061195605
513	0.1061021921
514	0.1060854636
515	0.1060687145
516	0.1060514457
517	0.1060345698
518	0.1060173404
519	0.1060005041
520	0.105984007
521	0.1059674489
522	0.1059510322
523	0.105934973
524	0.1059182857
525	0.1059021991
526	0.1058865693
527	0.1058706941
528	0.105854947
529	0.1058390806
530	0.1058229503
531	0.1058068853
532	0.105790358
533	0.1057744683
534	0.1057598612
535	0.1057446523
536	0.105728661
537	0.1057131094
538	0.1056974878
539	0.1056819947
540	0.1056671086
541	0.105652446
542	0.1056378897
543	0.1056242298
544	0.105610505
545	0.1055952159
546	0.1055808821
547	0.1055666095
548	0.1055527326
549	0.1055385692
550	0.1055240334
551	0.1055101463
552	0.1054950732
553	0.1054833161
554	0.1054688585
555	0.1054547652
556	0.1054406339
557	0.1054264781
558	0.1054117232
559	0.1053976902
560	0.1053834471
561	0.1053689125
562	0.1053544981
563	0.1053408648
564	0.1053265643
565	0.1053131765
566	0.1052998865
567	0.1052860152
568	0.1052718522
569	0.1052595899
570	0.1052471585
571	0.1052341367
572	0.1052211676
573	0.1052079476
574	0.1051954467
575	0.1051818019
576	0.1051694203
577	0.1051568966
578	0.105144113
579	0.105131922
580	0.1051189902
581	0.1051072
582	0.105095404
583	0.1050824133
584	0.1050698157
585	0.1050570987
586	0.1050457056
587	0.1050327995
588	0.1050201596
589	0.1050086036
590	0.1049953887
591	0.1049831849
592	0.1049713068
593	0.1049591775
594	0.1049481282
595	0.1049354373
596	0.1049234811
597	0.1049110099
598	0.1048994146
599	0.1048879907
600	0.1048765429
601	0.1048649346
602	0.1048537935
603	0.1048431242
604	0.1048310892
605	0.1048195442
606	0.1048074019
607	0.1047953127
608	0.1047835499
609	0.1047713806
610	0.1047602205
611	0.104748918
612	0.1047375141
613	0.1047260088
614	0.1047146389
615	0.1047031676
616	0.1046923873
617	0.1046817698
618	0.1046713153
619	0.1046600488
620	0.1046489998
621	0.1046380681
622	0.1046271307
623	0.1046169487
624	0.1046058268
625	0.1045954468
626	0.1045845094
627	0.1045739449
628	0.1045631285
629	0.1045539163
630	0.1045430431
631	0.1045331677
632	0.1045230131
633	0.1045133822
634	0.1045039786
635	0.1044941178
636	0.1044847581
637	0.1044750826
638	0.1044647398
639	0.1044545831
640	0.1044449504
641	0.1044366501
642	0.1044265958
643	0.1044161248
644	0.1044054382
645	0.1043957965
646	0.1043860579
647	0.1043765469
648	0.1043667106
649	0.1043570881
650	0.1043467382
651	0.1043370225
652	0.1043274612
653	0.1043191607
654	0.1043105442
655	0.1043007199
656	0.1042920835
657	0.104283387
658	0.1042745388
659	0.1042648666
660	0.1042561221
661	0.1042468462
662	0.1042382602
663	0.1042298565
664	0.1042207522
665	0.1042120908
666	0.1042028476
667	0.104193837
668	0.1041859378
669	0.1041763169
670	0.104167249
671	0.1041583956
672	0.1041491934
673	0.1041405032
674	0.1041313452
675	0.1041224063
676	0.1041138329
677	0.104105465
678	0.1040987042
679	0.1040905504
680	0.1040817866
681	0.1040740163
682	0.1040651228
683	0.1040570993
684	0.1040485526
685	0.1040399136
686	0.1040327498
687	0.1040250859
688	0.104017348
689	0.1040093345
690	0.1040013204
691	0.1039943969
692	0.1039868494
693	0.1039780127
694	0.1039695558
695	0.1039611167
696	0.1039533649
697	0.103944484
698	0.103937488
699	0.1039288122
700	0.1039208148
701	0.1039132298
702	0.1039061582
703	0.1038992973
704	0.1038914628
705	0.1038845871
706	0.1038773346
707	0.1038687594
708	0.103861042
709	0.1038528007
710	0.1038444301
711	0.1038365823
712	0.1038290371
713	0.1038210366
714	0.1038127232
715	0.103805167
716	0.1037978492
717	0.1037911051
718	0.1037841263
719	0.1037764945
720	0.1037694044
721	0.1037618773
722	0.103755448
723	0.1037481956
724	0.1037410668
725	0.1037336709
726	0.1037271387
727	0.1037198154
728	0.103712703
729	0.1037058201
730	0.1036989367
731	0.1036916665
732	0.1036848098
733	0.1036774513
734	0.1036705292
735	0.1036639838
736	0.1036568308
737	0.103649751
738	0.1036423163
739	0.1036344349
740	0.1036273075
741	0.1036210263
742	0.1036144134
743	0.1036069256
744	0.1036002289
745	0.1035937297
746	0.1035872118
747	0.10358021
748	0.1035735254
749	0.1035662557
750	0.1035601181
751	0.1035522028
752	0.1035451111
753	0.103538719
754	0.1035324463
755	0.1035260396
756	0.1035192133
757	0.1035134646
758	0.103507006
759	0.103501533
760	0.1034957049
761	0.103489107
762	0.1034838081
763	0.1034783569
764	0.1034719745
765	0.1034653382
766	0.1034593468
767	0.103453733
768	0.1034480866
769	0.1034420573
770	0.1034358985
771	0.1034296702
772	0.103424336
773	0.1034184898
774	0.1034127631
775	0.1034066579
776	0.1034009951
777	0.1033956825
778	0.1033901482
779	0.1033836128
780	0.1033768924
781	0.1033710804
782	0.1033650881
783	0.1033592338
784	0.1033543112
785	0.1033482903
786	0.1033422275
787	0.1033364088
788	0.1033305853
789	0.1033245491
790	0.103319191
791	0.1033133711
792	0.1033073755
793	0.1033022427
794	0.1032971835
795	0.1032910946
796	0.1032858779
797	0.1032794374
798	0.103273389
799	0.1032676727
800	0.1032617714
801	0.1032566086
802	0.1032507944
803	0.1032451462
804	0.1032396177
805	0.1032349942
806	0.1032293266
807	0.1032236402
808	0.103218822
809	0.1032141098
810	0.103208284
811	0.1032032849
812	0.1031987245
813	0.1031942285
814	0.1031884108
815	0.1031825512
816	0.1031776525
817	0.1031726658
818	0.1031678174
819	0.103162992
820	0.1031583559
821	0.1031530261
822	0.1031477007
823	0.1031427911
824	0.1031371046
825	0.1031318061
826	0.1031271778
827	0.1031218002
828	0.1031171715
829	0.1031120708
830	0.1031067988
831	0.1031021278
832	0.1030980347
833	0.1030936315
834	0.103088488
835	0.1030836404
836	0.1030788711
837	0.1030737547
838	0.1030691099
839	0.1030643447
840	0.103059408
841	0.1030546469
842	0.1030494089
843	0.1030445502
844	0.1030400522
845	0.1030352393
846	0.1030309167
847	0.1030257794
848	0.1030211186
849	0.1030162353
850	0.1030120277
851	0.1030072505
852	0.1030026074
853	0.1029975288
854	0.1029923111
855	0.1029883016
856	0.1029832687
857	0.1029783512
858	0.1029739198
859	0.1029691547
860	0.1029638615
861	0.1029586236
862	0.1029542932
863	0.1029497218
864	0.1029456782
865	0.1029417826
866	0.1029375164
867	0.1029326153
868	0.1029288583
869	0.1029249667
870	0.1029211353
871	0.1029170442
872	0.102913004
873	0.1029089404
874	0.1029037924
875	0.1028997284
876	0.1028963548
877	0.1028917576
878	0.1028874383
879	0.102883142
880	0.1028783264
881	0.1028745349
882	0.1028705486
883	0.1028665761
884	0.1028621445
885	0.1028578239
886	0.1028539992
887	0.1028497247
888	0.1028456911
889	0.10284124
890	0.1028374565
891	0.1028329401
892	0.1028292629
893	0.1028256319
894	0.102822177
895	0.1028187823
896	0.1028153319
897	0.1028116355
898	0.1028074659
899	0.1028034445
900	0.1027993673
901	0.1027952993
902	0.1027910733
903	0.102787056
904	0.1027833539
905	0.1027793826
906	0.1027760004
907	0.1027715463
908	0.102767737
909	0.1027640203
910	0.1027598813
911	0.1027561272
912	0.1027532361
913	0.1027494261
914	0.1027460801
915	0.102742061
916	0.1027376889
917	0.1027339294
918	0.1027299377
919	0.1027263867
920	0.1027223111
921	0.1027183282
922	0.1027150972
923	0.1027109283
924	0.1027077249
925	0.102703825
926	0.1026999482
927	0.1026963359
928	0.1026926955
929	0.1026888322
930	0.1026853263
931	0.1026813002
932	0.1026774921
933	0.1026741762
934	0.1026710832
935	0.1026672422
936	0.102663155
937	0.1026602706
938	0.1026567544
939	0.1026539814
940	0.1026507855
941	0.102646902
942	0.1026438685
943	0.1026406212
944	0.1026374528
945	0.1026334015
946	0.1026301075
947	0.102626581
948	0.1026227616
949	0.1026189886
950	0.1026152619
951	0.1026121577
952	0.1026087375
953	0.1026053264
954	0.1026022638
955	0.1025994149
956	0.1025955341
957	0.1025919925
958	0.1025884089
959	0.1025853132
960	0.1025820687
961	0.1025792286
962	0.1025761652
963	0.1025728042
964	0.1025701497
965	0.1025664259
966	0.1025625066
967	0.1025589638
968	0.1025560021
969	0.1025529334
970	0.1025492508
971	0.1025468096
972	0.1025438243
973	0.1025408296
974	0.1025380952
975	0.1025344679
976	0.1025309102
977	0.102528143
978	0.1025251107
979	0.1025216224
980	0.1025188643
981	0.1025161293
982	0.1025129896
983	0.1025098638
984	0.1025061703
985	0.1025023186
986	0.102498997
987	0.1024957498
988	0.1024928188
989	0.1024901157
990	0.102486952
991	0.1024841976
992	0.1024810755
993	0.1024783535
994	0.1024748125
995	0.1024726022
996	0.102469382
997	0.1024659384
998	0.1024629414
999	0.1024594138
1000	0.102456426
1001	0.1024536614
1002	0.1024509852
1003	0.1024476294
1004	0.1024448088
1005	0.1024416855
1006	0.1024391254
1007	0.1024363697
1008	0.1024332369
1009	0.1024299084
1010	0.1024273247
1011	0.102423875
1012	0.1024213145
1013	0.1024180974
1014	0.1024147964
1015	0.1024118305
1016	0.1024092277
1017	0.1024069508
1018	0.1024044503
1019	0.1024010232
1020	0.1023976145
1021	0.1023948158
1022	0.1023920076
1023	0.1023894276
1024	0.1023868848
1025	0.1023840812
1026	0.1023816407
1027	0.102378753
1028	0.1023766105
1029	0.10237376
1030	0.1023713519
1031	0.1023685617
1032	0.1023661908
1033	0.1023633819
1034	0.1023606334
1035	0.1023576474
1036	0.1023546053
1037	0.1023523272
1038	0.1023500071
1039	0.1023468297
1040	0.1023445747
1041	0.1023420773
1042	0.1023400971
1043	0.1023376789
1044	0.102335228
1045	0.1023332617
1046	0.1023312021
1047	0.1023284155
1048	0.1023249485
1049	0.102322446
1050	0.1023198503
1051	0.1023171194
1052	0.1023142019
1053	0.1023113543
1054	0.1023087956
1055	0.1023064232
1056	0.1023041487
1057	0.1023020792
1058	0.1022997207
1059	0.102297185
1060	0.1022947937
1061	0.1022924769
1062	0.1022896427
1063	0.1022874937
1064	0.1022848411
1065	0.1022829857
1066	0.1022795731
1067	0.1022765054
1068	0.1022739364
1069	0.1022714374
1070	0.1022685699
1071	0.1022664578
1072	0.1022639305
1073	0.1022622193
1074	0.1022599531
1075	0.102258377
1076	0.1022560548
1077	0.1022539004
1078	0.102251578
1079	0.1022494702
1080	0.1022472363
1081	0.1022450211
1082	0.1022428711
1083	0.1022405672
1084	0.102238725
1085	0.1022361971
1086	0.1022337297
1087	0.1022309032
1088	0.1022284031
1089	0.1022265326
1090	0.1022242797
1091	0.1022216395
1092	0.102219391
1093	0.1022166527
1094	0.102214115
1095	0.1022120716
1096	0.1022101589
1097	0.102207481
1098	0.1022051436
1099	0.1022030161
1100	0.1022008186
1101	0.1021986257
1102	0.1021963115
1103	0.1021939085
1104	0.1021915895
1105	0.102189569
1106	0.1021876792
1107	0.102184786
1108	0.1021823501
1109	0.1021804695
1110	0.1021778468
1111	0.1021756488
1112	0.1021728486
1113	0.1021706645
1114	0.1021684709
1115	0.1021660206
1116	0.1021638503
1117	0.1021618807
1118	0.1021594256
1119	0.1021572831
1120	0.102155122
1121	0.1021532175
1122	0.1021509022
1123	0.1021488856
1124	0.1021462668
1125	0.1021433118
1126	0.1021414865
1127	0.1021397918
1128	0.1021380552
1129	0.1021359076
1130	0.1021338534
1131	0.1021322146
1132	0.102130207
1133	0.1021279286
1134	0.1021259535
1135	0.1021237637
1136	0.1021216252
1137	0.1021191598
1138	0.1021168951
1139	0.1021146023
1140	0.1021125944
1141	0.1021103762
1142	0.1021078358
1143	0.1021064441
1144	0.1021046462
1145	0.102102554
1146	0.1021004944
1147	0.1020986263
1148	0.1020968702
1149	0.1020949133
1150	0.1020929236
1151	0.1020909666
1152	0.1020894533
1153	0.1020874542
1154	0.102084731
1155	0.1020831195
1156	0.1020806718
1157	0.1020779111
1158	0.1020754773
1159	0.1020734593
1160	0.1020714785
1161	0.1020697454
1162	0.1020681196
1163	0.1020659052
1164	0.1020639196
1165	0.1020618359
1166	0.1020595886
1167	0.1020571684
1168	0.1020550379
1169	0.1020529586
1170	0.1020519961
1171	0.1020501318
1172	0.1020486038
1173	0.1020461039
1174	0.1020434965
1175	0.1020413189
1176	0.1020391132
1177	0.1020373281
1178	0.1020348186
1179	0.1020327763
1180	0.1020309864
1181	0.102028902
1182	0.1020264718
1183	0.1020244808
1184	0.102023116
1185	0.1020218494
1186	0.1020202042
1187	0.1020178672
1188	0.1020162126
1189	0.102014801
1190	0.1020124872
1191	0.1020107904
1192	0.1020090656
1193	0.1020070695
1194	0.1020052231
1195	0.1020035355
1196	0.1020012449
1197	0.1019995199
1198	0.1019975096
1199	0.1019960838
1200	0.1019945503
1201	0.1019926335
1202	0.1019906185
1203	0.1019888325
1204	0.1019865743
1205	0.1019848817
1206	0.1019825159
1207	0.1019807625
1208	0.1019788547
1209	0.1019772275
1210	0.1019755068
1211	0.1019737205
1212	0.1019718548
1213	0.1019698954
1214	0.1019681138
1215	0.1019660795
1216	0.1019643679
1217	0.1019625628
1218	0.1019606173
1219	0.1019584426
1220	0.1019567262
1221	0.1019548274
1222	0.101952835
1223	0.1019511419
1224	0.1019495423
1225	0.1019474048
1226	0.1019455666
1227	0.1019437612
1228	0.1019419229
1229	0.1019399349
1230	0.1019378487
1231	0.1019360431
1232	0.1019341345
1233	0.1019325066
1234	0.1019308974
1235	0.1019295735
1236	0.1019278706
1237	0.1019267525
1238	0.1019247596
1239	0.1019218683
1240	0.1019201747
1241	0.1019189255
1242	0.1019173629
1243	0.1019158142
1244	0.101913938
1245	0.1019117998
1246	0.1019103961
1247	0.1019088427
1248	0.1019069102
1249	0.1019048982
1250	0.1019033025
1251	0.1019018332
1252	0.1018999427
1253	0.1018986512
1254	0.1018964986
1255	0.1018945706
1256	0.1018928858
1257	0.1018917112
1258	0.1018900545
1259	0.1018888846
1260	0.1018870032
1261	0.1018853979
1262	0.1018836241
1263	0.1018822388
1264	0.101880844
1265	0.1018794633
1266	0.1018776052
1267	0.1018761121
1268	0.1018750215
1269	0.1018733552
1270	0.1018715344
1271	0.1018700834
1272	0.1018683842
1273	0.1018669472
1274	0.1018650935
1275	0.1018640075
1276	0.1018617886
1277	0.1018606885
1278	0.1018592467
1279	0.1018581653
1280	0.1018565455
1281	0.1018550708
1282	0.1018534182
1283	0.101851892
1284	0.1018499585
1285	0.1018482777
1286	0.1018469949
1287	0.1018454311
1288	0.1018441716
1289	0.1018432165
1290	0.101841236
1291	0.1018398547
1292	0.1018382159
1293	0.101835945
1294	0.101834573
1295	0.1018335382
1296	0.1018318197
1297	0.1018298951
1298	0.1018282328
1299	0.1018266921
1300	0.1018255402
1301	0.1018242196
1302	0.1018226367
1303	0.1018209461
1304	0.1018193632
1305	0.1018177991
1306	0.1018163379
1307	0.1018144317
1308	0.1018128815
1309	0.1018113219
1310	0.1018097998
1311	0.1018074345
1312	0.1018064697
1313	0.101805191
1314	0.1018034439
1315	0.101801828
1316	0.1018002073
1317	0.1017989145
1318	0.1017976357
1319	0.1017961977
1320	0.1017949563
1321	0.101793729
1322	0.1017926985
1323	0.1017913587
1324	0.1017897379
1325	0.1017884824
1326	0.1017875408
1327	0.1017863041
1328	0.1017848706
1329	0.1017836478
1330	0.101781816
1331	0.1017805324
1332	0.1017792253
1333	0.1017778338
1334	0.1017761987
1335	0.1017745027
1336	0.1017729987
1337	0.1017719867
1338	0.1017708294
1339	0.1017694144
1340	0.1017682711
1341	0.1017670529
1342	0.1017655769
1343	0.1017637589
1344	0.1017625406
1345	0.1017604975
1346	0.1017593964
1347	0.1017583795
1348	0.1017572924
1349	0.101756074
1350	0.1017547197
1351	0.1017536419
1352	0.1017524609
1353	0.1017514815
1354	0.1017498882
1355	0.101748187
1356	0.1017464905
1357	0.101744658
1358	0.1017421975
1359	0.1017411477
1360	0.1017399057
1361	0.1017387762
1362	0.1017378247
1363	0.1017367702
1364	0.1017356266
1365	0.1017347595
1366	0.101732983
1367	0.101731366
1368	0.101730316
1369	0.1017292567
1370	0.1017279536
1371	0.1017266786
1372	0.1017260693
1373	0.1017247755
1374	0.1017231583
1375	0.101721077
1376	0.1017197363
1377	0.1017185925
1378	0.1017171627
1379	0.1017159485
1380	0.1017140687
1381	0.1017129623
1382	0.1017116449
1383	0.1017099712
1384	0.1017082975
1385	0.1017065863
1386	0.1017054142
1387	0.1017044062
1388	0.1017028168
1389	0.1017009976
1390	0.1016996426
1391	0.101698236
1392	0.1016969372
1393	0.101696262
1394	0.1016943161
1395	0.1016935893
1396	0.1016920232
1397	0.101690307
1398	0.1016890785
1399	0.1016877936
1400	0.1016868792
1401	0.1016857819
1402	0.1016843001
1403	0.1016826307
1404	0.1016810784
1405	0.1016796997
1406	0.1016780489
1407	0.1016766655
1408	0.1016757932
1409	0.1016743628
1410	0.1016726979
1411	0.1016717974
1412	0.101670367
1413	0.1016690584
1414	0.1016675201
1415	0.1016665211
1416	0.1016655596
1417	0.1016642369
1418	0.1016632801
1419	0.1016618073
1420	0.1016594808
1421	0.1016584442
1422	0.1016571824
1423	0.1016563053
1424	0.1016554375
1425	0.1016540631
1426	0.1016528341
1427	0.1016519382
1428	0.1016508405
1429	0.1016495833
1430	0.1016478148
1431	0.1016467687
1432	0.1016444372
1433	0.1016432221
1434	0.1016400555
1435	0.1016389905
1436	0.1016376393
1437	0.1016359504
1438	0.1016349135
1439	0.101634008
1440	0.1016330791
1441	0.1016320656
1442	0.1016298136
1443	0.1016287391
1444	0.1016274535
1445	0.1016257409
1446	0.1016245444
1447	0.1016236294
1448	0.1016217525
1449	0.1016205513
1450	0.1016184773
1451	0.1016173042
1452	0.1016157369
1453	0.1016144136
1454	0.1016133577
1455	0.1016122456
1456	0.101611429
1457	0.1016105843
1458	0.1016094205
1459	0.1016082332
1460	0.101606647
1461	0.1016052673
1462	0.1016046712
1463	0.1016037749
1464	0.1016026344
1465	0.1016013156
1466	0.1015996777
1467	0.1015983542
1468	0.1015972559
1469	0.1015957071
1470	0.1015942333
1471	0.1015935434
1472	0.101592032
1473	0.1015909243
1474	0.1015899105
1475	0.1015888638
1476	0.1015876668
1477	0.1015846674
1478	0.101583785
1479	0.1015826912
1480	0.1015814708
1481	0.1015805132
1482	0.1015795602
1483	0.1015788561
1484	0.101577875
1485	0.1015765934
1486	0.1015757062
1487	0.1015745373
1488	0.1015729412
1489	0.1015718708
1490	0.1015710023
1491	0.1015688944
1492	0.1015680587
1493	0.1015672794
1494	0.1015663498
1495	0.1015647771
1496	0.1015635892
1497	0.1015627441
1498	0.1015609412
1499	0.101559204
1500	0.1015584528
1501	0.1015575701
1502	0.1015562226
1503	0.1015551473
1504	0.1015538749
1505	0.1015532504
1506	0.1015526071
1507	0.1015507712
1508	0.1015500387
1509	0.1015489775
1510	0.1015468034
1511	0.101546099
1512	0.1015444461
